# Potential energy = 5.0
# Hopping coefficient = 1.0
# Number of sites = 4
# Number of up spins = 1
# Number of down spins = 2
# Number of qubits = 8
time,energy,ground_energy,energy_diff,beta
0.0,-2.176881,-2.4782984256744385,0.30141735,-4.3115935e-07
0.01,-2.176881,-2.4782984256744385,0.30141735,-1.6816804e-07
0.02,-2.375998,-2.4782984256744385,0.102300406,0.2842637
0.03,-2.3765213,-2.4782984256744385,0.10177708,0.21842107
0.04,-2.430803,-2.4782984256744385,0.047495365,0.2602673
0.05,-2.4309998,-2.4782984256744385,0.04729867,0.14086108
0.06,-2.450937,-2.4782984256744385,0.027361393,0.13817757
0.07,-2.4509964,-2.4782984256744385,0.027302027,0.07889529
0.08,-2.4609222,-2.4782984256744385,0.017376184,0.07140217
0.09,-2.4609425,-2.4782984256744385,0.017355919,0.047197893
0.1,-2.4668407,-2.4782984256744385,0.011457682,0.04003878
0.11,-2.4668496,-2.4782984256744385,0.01144886,0.03140784
0.12,-2.470624,-2.4782984256744385,0.0076744556,0.025065836
0.13,-2.4706287,-2.4782984256744385,0.0076696873,0.023103863
0.14,-2.4731138,-2.4782984256744385,0.0051846504,0.017485762
0.15,-2.4731164,-2.4782984256744385,0.005182028,0.018315174
0.16,-2.474774,-2.4782984256744385,0.0035245419,0.013301316
0.17,-2.4747753,-2.4782984256744385,0.0035231113,0.015209107
0.18,-2.4758887,-2.4782984256744385,0.0024096966,0.010721285
0.19,-2.4758902,-2.4782984256744385,0.002408266,0.012943748
0.2,-2.4766426,-2.4782984256744385,0.001655817,0.008933538
0.21,-2.4766433,-2.4782984256744385,0.0016551018,0.011135764
0.22,-2.4771533,-2.4782984256744385,0.0011451244,0.007568701
0.23,-2.4771538,-2.4782984256744385,0.0011446476,0.009613458
0.24,-2.4775019,-2.4782984256744385,0.0007965565,0.0064583
0.25,-2.4775023,-2.4782984256744385,0.00079607964,0.00829584
0.26,-2.4777412,-2.4782984256744385,0.0005571842,0.00552151
0.27,-2.4777412,-2.4782984256744385,0.0005571842,0.007144041
0.28,-2.477906,-2.4782984256744385,0.00039243698,0.0047185104
0.29,-2.4779065,-2.4782984256744385,0.00039196014,0.00613657
0.3,-2.4780202,-2.4782984256744385,0.00027823448,0.004027222
0.31,-2.4780204,-2.4782984256744385,0.00027799606,0.0052579106
0.32,-2.4780993,-2.4782984256744385,0.00019907951,0.003430069
0.33,-2.4780998,-2.4782984256744385,0.00019860268,0.004492633
0.34,-2.4781556,-2.4782984256744385,0.00014281273,0.0029159116
0.35000000000000003,-2.4781556,-2.4782984256744385,0.00014281273,0.0038305302
0.36,-2.4781942,-2.4782984256744385,0.00010418892,0.0024747811
0.37,-2.4781942,-2.4782984256744385,0.00010418892,0.0032587391
0.38,-2.478222,-2.4782984256744385,7.6532364e-05,0.0020955512
0.39,-2.478222,-2.4782984256744385,7.6532364e-05,0.0027672509
0.4,-2.4782414,-2.4782984256744385,5.698204e-05,0.0017724275
0.41000000000000003,-2.478242,-2.4782984256744385,5.6505203e-05,0.0023463597
0.42,-2.4782557,-2.4782984256744385,4.2676926e-05,0.0014977304
0.43,-2.4782557,-2.4782984256744385,4.2676926e-05,0.0019869152
0.44,-2.4782658,-2.4782984256744385,3.2663345e-05,0.0012636229
0.45,-2.478266,-2.4782984256744385,3.2424927e-05,0.0016799883
0.46,-2.4782732,-2.4782984256744385,2.527237e-05,0.0010650142
0.47000000000000003,-2.478273,-2.4782984256744385,2.5510788e-05,0.0014195093
0.48,-2.4782777,-2.4782984256744385,2.0742416e-05,0.00089713134
0.49,-2.4782774,-2.4782984256744385,2.0980835e-05,0.0011981332
0.5,-2.478282,-2.4782984256744385,1.6450882e-05,0.0007550573
0.51,-2.4782822,-2.4782984256744385,1.6212463e-05,0.0010106512
0.52,-2.4782853,-2.4782984256744385,1.3113022e-05,0.00063524616
0.53,-2.4782853,-2.4782984256744385,1.3113022e-05,0.0008519513
0.54,-2.478287,-2.4782984256744385,1.1444092e-05,0.0005341403
0.55,-2.4782872,-2.4782984256744385,1.1205673e-05,0.000717955
0.56,-2.4782884,-2.4782984256744385,1.001358e-05,0.00044909594
0.5700000000000001,-2.4782884,-2.4782984256744385,1.001358e-05,0.0006047475
0.58,-2.4782898,-2.4782984256744385,8.583069e-06,0.00037747074
0.59,-2.4782898,-2.4782984256744385,8.583069e-06,0.0005095228
0.6,-2.4782903,-2.4782984256744385,8.106232e-06,0.00031720204
0.61,-2.4782906,-2.4782984256744385,7.867813e-06,0.0004291647
0.62,-2.4782908,-2.4782984256744385,7.6293945e-06,0.00026663003
0.63,-2.4782903,-2.4782984256744385,8.106232e-06,0.00036153485
0.64,-2.478292,-2.4782984256744385,6.4373016e-06,0.00022407973
0.65,-2.4782917,-2.4782984256744385,6.67572e-06,0.00030456443
0.66,-2.478292,-2.4782984256744385,6.4373016e-06,0.00018833595
0.67,-2.4782917,-2.4782984256744385,6.67572e-06,0.00025675533
0.68,-2.4782925,-2.4782984256744385,5.9604645e-06,0.00015840132
0.6900000000000001,-2.4782922,-2.4782984256744385,6.198883e-06,0.00021635795
0.7000000000000001,-2.4782925,-2.4782984256744385,5.9604645e-06,0.0001333825
0.71,-2.4782925,-2.4782984256744385,5.9604645e-06,0.00018246874
0.72,-2.4782922,-2.4782984256744385,6.198883e-06,0.00011215832
0.73,-2.478292,-2.4782984256744385,6.4373016e-06,0.00015385481
0.74,-2.4782927,-2.4782984256744385,5.722046e-06,9.435379e-05
