# Potential energy = 5.0
# Hopping coefficient = 1.0
# Number of sites = 9
# Number of up spins = 4
# Number of down spins = 5
# Number of qubits = 18
time,energy,ground_energy,energy_diff,beta
0.0,-0.58855695,-5.001291751861572,4.412735,1.0854585e-08
0.01,-0.588557,-5.001291751861572,4.412735,1.6165965e-08
0.02,-0.9117336,-5.001291751861572,4.089558,1.6589148
0.03,-1.0062709,-5.001291751861572,3.9950209,2.8936174
0.04,-1.3689985,-5.001291751861572,3.6322932,3.6055207
0.05,-1.4933089,-5.001291751861572,3.5079827,3.625667
0.06,-1.7728432,-5.001291751861572,3.2284484,3.1930819
0.07,-1.8385596,-5.001291751861572,3.1627321,2.6833537
0.08,-2.0441287,-5.001291751861572,2.957163,2.208272
0.09,-2.0799043,-5.001291751861572,2.9213874,1.9562752
0.1,-2.250646,-5.001291751861572,2.7506456,1.7034249
0.11,-2.2755592,-5.001291751861572,2.7257326,1.621901
0.12,-2.4252353,-5.001291751861572,2.5760565,1.4537716
0.13,-2.4446037,-5.001291751861572,2.556688,1.4288425
0.14,-2.5781558,-5.001291751861572,2.423136,1.2858174
0.15,-2.5937288,-5.001291751861572,2.407563,1.2821903
0.16,-2.7138624,-5.001291751861572,2.2874293,1.1501982
0.17,-2.7265487,-5.001291751861572,2.274743,1.1585125
0.18,-2.8352294,-5.001291751861572,2.1660624,1.0344365
0.19,-2.8456612,-5.001291751861572,2.1556306,1.0517857
0.2,-2.9444723,-5.001291751861572,2.0568194,0.93445027
0.21,-2.9531326,-5.001291751861572,2.0481591,0.95956045
0.22,-3.0433865,-5.001291751861572,1.9579053,0.84794855
0.23,-3.050649,-5.001291751861572,1.9506428,0.8799386
0.24,-3.1334357,-5.001291751861572,1.867856,0.7729935
0.25,-3.1395857,-5.001291751861572,1.861706,0.81104577
0.26,-3.215816,-5.001291751861572,1.7854757,0.7077802
0.27,-3.2210722,-5.001291751861572,1.7802196,0.7510743
0.28,-3.2915068,-5.001291751861572,1.709785,0.6506778
0.29,-3.2960348,-5.001291751861572,1.7052569,0.6983961
0.3,-3.3613071,-5.001291751861572,1.6399846,0.6002767
0.31,-3.365234,-5.001291751861572,1.6360579,0.65162426
0.32,-3.4258802,-5.001291751861572,1.5754116,0.55540884
0.33,-3.4293036,-5.001291751861572,1.5719881,0.60963506
0.34,-3.4857826,-5.001291751861572,1.5155091,0.5151297
0.35000000000000003,-3.4887786,-5.001291751861572,1.5125132,0.5715482
0.36,-3.541478,-5.001291751861572,1.4598138,0.47869283
0.37,-3.5441093,-5.001291751861572,1.4571824,0.53668886
0.38,-3.5933707,-5.001291751861572,1.4079211,0.44551337
0.39,-3.5956874,-5.001291751861572,1.4056044,0.50455046
0.4,-3.641808,-5.001291751861572,1.3594837,0.4151336
0.41000000000000003,-3.643851,-5.001291751861572,1.3574407,0.47475672
0.42,-3.6870942,-5.001291751861572,1.3141975,0.38719732
0.43,-3.6888978,-5.001291751861572,1.3123939,0.4470265
0.44,-3.7295022,-5.001291751861572,1.2717896,0.3614202
0.45,-3.7310967,-5.001291751861572,1.270195,0.42114878
0.46,-3.769273,-5.001291751861572,1.2320187,0.33757597
0.47000000000000003,-3.7706842,-5.001291751861572,1.2306075,0.39695975
0.48,-3.8066244,-5.001291751861572,1.1946673,0.31547862
0.49,-3.807875,-5.001291751861572,1.1934168,0.3743314
0.5,-3.8417516,-5.001291751861572,1.1595402,0.29497093
0.51,-3.8428605,-5.001291751861572,1.1584313,0.35315716
0.52,-3.8748353,-5.001291751861572,1.1264565,0.27591965
0.53,-3.87582,-5.001291751861572,1.1254718,0.33334744
0.54,-3.9060373,-5.001291751861572,1.0952544,0.25820574
0.55,-3.9069116,-5.001291751861572,1.0943801,0.31481987
0.56,-3.935505,-5.001291751861572,1.0657868,0.24172638
0.5700000000000001,-3.9362824,-5.001291751861572,1.0650094,0.2974988
0.58,-3.9633741,-5.001291751861572,1.0379176,0.22638923
0.59,-3.9640672,-5.001291751861572,1.0372245,0.2813142
0.6,-3.9897661,-5.001291751861572,1.0115256,0.21210723
0.61,-3.9903839,-5.001291751861572,1.0109079,0.26619792
0.62,-4.014793,-5.001291751861572,0.98649883,0.19880287
0.63,-4.0153456,-5.001291751861572,0.9859462,0.2520854
0.64,-4.0385575,-5.001291751861572,0.9627342,0.18640444
0.65,-4.039051,-5.001291751861572,0.9622407,0.23891103
0.66,-4.0611515,-5.001291751861572,0.94014025,0.1748459
0.67,-4.061591,-5.001291751861572,0.9397006,0.22661275
0.68,-4.0826597,-5.001291751861572,0.91863203,0.16406593
0.6900000000000001,-4.0830564,-5.001291751861572,0.9182353,0.21512866
0.7000000000000001,-4.103158,-5.001291751861572,0.89813375,0.15400785
0.71,-4.103515,-5.001291751861572,0.8977766,0.20439942
0.72,-4.122717,-5.001291751861572,0.87857485,0.14461857
0.73,-4.1230383,-5.001291751861572,0.87825346,0.1943666
0.74,-4.1414013,-5.001291751861572,0.85989046,0.1358513
0.75,-4.1416903,-5.001291751861572,0.8596015,0.18497369
0.76,-4.1592665,-5.001291751861572,0.8420253,0.12765995
0.77,-4.159527,-5.001291751861572,0.8417649,0.17616698
0.78,-4.1763687,-5.001291751861572,0.82492304,0.12000454
0.79,-4.176604,-5.001291751861572,0.82468796,0.1678963
0.8,-4.192751,-5.001291751861572,0.8085408,0.11284548
0.81,-4.192964,-5.001291751861572,0.8083277,0.16011292
0.8200000000000001,-4.2084618,-5.001291751861572,0.79283,0.10614739
0.8300000000000001,-4.2086544,-5.001291751861572,0.79263735,0.1527744
0.84,-4.2235403,-5.001291751861572,0.77775145,0.099876404
0.85,-4.223716,-5.001291751861572,0.77757597,0.14583725
0.86,-4.2380223,-5.001291751861572,0.7632694,0.09400454
0.87,-4.2381806,-5.001291751861572,0.7631111,0.13926525
0.88,-4.251944,-5.001291751861572,0.7493477,0.08850187
0.89,-4.2520876,-5.001291751861572,0.74920416,0.13302067
0.9,-4.265334,-5.001291751861572,0.7359576,0.08334522
0.91,-4.2654657,-5.001291751861572,0.735826,0.12707713
0.92,-4.2782226,-5.001291751861572,0.7230692,0.07850772
0.93,-4.2783413,-5.001291751861572,0.72295046,0.121403724
0.9400000000000001,-4.290638,-5.001291751861572,0.7106538,0.07396869
0.9500000000000001,-4.2907467,-5.001291751861572,0.71054506,0.115978405
0.96,-4.3026037,-5.001291751861572,0.69868803,0.06970632
0.97,-4.3026996,-5.001291751861572,0.6985922,0.110778496
0.98,-4.3141427,-5.001291751861572,0.68714905,0.06570338
0.99,-4.314231,-5.001291751861572,0.68706083,0.10578567
1.0,-4.3252764,-5.001291751861572,0.6760154,0.061941646
1.01,-4.3253574,-5.001291751861572,0.6759343,0.10098386
1.02,-4.336026,-5.001291751861572,0.66526556,0.058403686
1.03,-4.3361,-5.001291751861572,0.66519165,0.09636012
1.04,-4.3464117,-5.001291751861572,0.65488005,0.055075485
1.05,-4.3464785,-5.001291751861572,0.6548133,0.09190157
1.06,-4.356449,-5.001291751861572,0.6448426,0.05194372
1.07,-4.3565083,-5.001291751861572,0.6447835,0.08759915
