# Potential energy = 5.0
# Hopping coefficient = 1.0
# Number of sites = 5
# Number of up spins = 2
# Number of down spins = 2
# Number of qubits = 10
time,energy,ground_energy,energy_diff,beta
0.0,-2.6365469,-3.180619955062866,0.5440731,-2.5718816e-07
0.01,-2.636547,-3.180619955062866,0.54407287,-9.446664e-08
0.02,-2.988466,-3.180619955062866,0.19215393,0.46841425
0.03,-2.9899802,-3.180619955062866,0.19063973,0.38762602
0.04,-3.0965264,-3.180619955062866,0.08409357,0.3931677
0.05,-3.0969942,-3.180619955062866,0.08362579,0.2245779
0.06,-3.1358035,-3.180619955062866,0.044816494,0.19202046
0.07,-3.1359465,-3.180619955062866,0.044673443,0.12667611
0.08,-3.153338,-3.180619955062866,0.027282,0.09896084
0.09,-3.1533895,-3.180619955062866,0.027230501,0.07741787
0.1,-3.1626685,-3.180619955062866,0.017951488,0.055217907
0.11,-3.16269,-3.180619955062866,0.01793003,0.05094544
0.12,-3.1682658,-3.180619955062866,0.0123541355,0.033126637
0.13,-3.1682756,-3.180619955062866,0.01234436,0.035574526
0.14,-3.1718776,-3.180619955062866,0.008742332,0.021218669
0.15,-3.1718829,-3.180619955062866,0.008737087,0.02617442
0.16,-3.1743097,-3.180619955062866,0.0063102245,0.014461347
0.17,-3.1743133,-3.180619955062866,0.0063066483,0.020136368
0.18,-3.1759953,-3.180619955062866,0.004624605,0.010427733
0.19,-3.1759973,-3.180619955062866,0.004622698,0.016054757
0.2,-3.1771846,-3.180619955062866,0.0034353733,0.007888997
0.21,-3.1771855,-3.180619955062866,0.0034344196,0.013149595
0.22,-3.1780374,-3.180619955062866,0.00258255,0.0062003294
0.23,-3.1780381,-3.180619955062866,0.0025818348,0.010978077
0.24,-3.1786566,-3.180619955062866,0.001963377,0.0050128847
0.25,-3.1786573,-3.180619955062866,0.0019626617,0.009284498
0.26,-3.1791115,-3.180619955062866,0.0015084743,0.004135754
0.27,-3.1791124,-3.180619955062866,0.0015075207,0.0079212915
0.28,-3.1794493,-3.180619955062866,0.0011706352,0.0034582154
0.29,-3.1794496,-3.180619955062866,0.0011703968,0.006795828
0.3,-3.179704,-3.180619955062866,0.0009160042,0.0029198427
0.31,-3.1797042,-3.180619955062866,0.00091576576,0.005851464
0.32,-3.1798954,-3.180619955062866,0.00072455406,0.0024805078
0.33,-3.179895,-3.180619955062866,0.0007250309,0.005049212
0.34,-3.180043,-3.180619955062866,0.00057697296,0.002116506
0.35000000000000003,-3.1800427,-3.180619955062866,0.0005772114,0.0043643466
0.36,-3.1801558,-3.180619955062866,0.00046420097,0.001810991
0.37,-3.1801558,-3.180619955062866,0.00046420097,0.0037753312
0.38,-3.1802437,-3.180619955062866,0.00037622452,0.0015535492
0.39,-3.1802437,-3.180619955062866,0.00037622452,0.0032680873
0.4,-3.1803129,-3.180619955062866,0.00030708313,0.0013341252
0.41000000000000003,-3.1803133,-3.180619955062866,0.0003066063,0.0028298204
0.42,-3.180368,-3.180619955062866,0.00025200844,0.0011472335
0.43,-3.180369,-3.180619955062866,0.00025105476,0.0024513972
0.44,-3.180412,-3.180619955062866,0.000207901,0.000987115
0.45,-3.1804116,-3.180619955062866,0.00020837784,0.0021238676
0.46,-3.1804476,-3.180619955062866,0.00017237663,0.00085011794
0.47000000000000003,-3.180447,-3.180619955062866,0.00017285347,0.0018404389
0.48,-3.180476,-3.180619955062866,0.00014400482,0.0007323882
0.49,-3.1804762,-3.180619955062866,0.0001437664,0.0015949397
0.5,-3.1804986,-3.180619955062866,0.00012135506,0.0006314224
0.51,-3.180499,-3.180619955062866,0.00012087822,0.0013823546
0.52,-3.1805174,-3.180619955062866,0.00010251999,0.0005444604
0.53,-3.1805172,-3.180619955062866,0.00010275841,0.0011982543
0.54,-3.180533,-3.180619955062866,8.702278e-05,0.00046980282
0.55,-3.1805334,-3.180619955062866,8.6545944e-05,0.0010388138
0.56,-3.1805458,-3.180619955062866,7.414818e-05,0.00040517515
0.5700000000000001,-3.180546,-3.180619955062866,7.390976e-05,0.0009007752
0.58,-3.180557,-3.180619955062866,6.2942505e-05,0.00034987915
0.59,-3.180557,-3.180619955062866,6.2942505e-05,0.0007808804
0.6,-3.1805658,-3.180619955062866,5.4121017e-05,0.0003022792
0.61,-3.1805656,-3.180619955062866,5.4359436e-05,0.0006772814
0.62,-3.1805727,-3.180619955062866,4.720688e-05,0.00026125976
0.63,-3.180573,-3.180619955062866,4.696846e-05,0.00058781856
0.64,-3.1805794,-3.180619955062866,4.053116e-05,0.00022560838
0.65,-3.1805792,-3.180619955062866,4.0769577e-05,0.0005101686
0.66,-3.1805854,-3.180619955062866,3.4570694e-05,0.00019583633
0.67,-3.1805854,-3.180619955062866,3.4570694e-05,0.0004430802
0.68,-3.1805897,-3.180619955062866,3.027916e-05,0.00016944506
0.6900000000000001,-3.1805894,-3.180619955062866,3.0517578e-05,0.00038472246
0.7000000000000001,-3.180593,-3.180619955062866,2.69413e-05,0.00014702944
0.71,-3.180593,-3.180619955062866,2.69413e-05,0.0003348235
0.72,-3.1805964,-3.180619955062866,2.360344e-05,0.0001269936
0.73,-3.1805964,-3.180619955062866,2.360344e-05,0.0002917651
0.74,-3.1805995,-3.180619955062866,2.0503998e-05,0.00011023578
0.75,-3.1805992,-3.180619955062866,2.0742416e-05,0.000254277
0.76,-3.1806011,-3.180619955062866,1.8835068e-05,9.59053e-05
0.77,-3.1806016,-3.180619955062866,1.835823e-05,0.00022152776
0.78,-3.180603,-3.180619955062866,1.692772e-05,8.315334e-05
0.79,-3.180603,-3.180619955062866,1.692772e-05,0.00019364928
0.8,-3.180605,-3.180619955062866,1.50203705e-05,7.23531e-05
0.81,-3.180605,-3.180619955062866,1.50203705e-05,0.00016903473
0.8200000000000001,-3.1806061,-3.180619955062866,1.3828278e-05,6.366866e-05
0.8300000000000001,-3.1806061,-3.180619955062866,1.3828278e-05,0.0001483683
0.84,-3.1806073,-3.180619955062866,1.2636185e-05,5.496657e-05
0.85,-3.1806073,-3.180619955062866,1.2636185e-05,0.00012984753
0.86,-3.180608,-3.180619955062866,1.1920929e-05,4.827707e-05
0.87,-3.180608,-3.180619955062866,1.1920929e-05,0.00011417281
0.88,-3.1806095,-3.180619955062866,1.04904175e-05,4.222215e-05
0.89,-3.1806092,-3.180619955062866,1.0728836e-05,0.00010048716
0.9,-3.18061,-3.180619955062866,1.001358e-05,3.7327834e-05
0.91,-3.18061,-3.180619955062866,1.001358e-05,8.867965e-05
0.92,-3.180611,-3.180619955062866,9.059906e-06,3.323914e-05
0.93,-3.1806107,-3.180619955062866,9.298325e-06,7.842158e-05
0.9400000000000001,-3.1806114,-3.180619955062866,8.583069e-06,2.906537e-05
0.9500000000000001,-3.1806116,-3.180619955062866,8.34465e-06,6.949082e-05
0.96,-3.180612,-3.180619955062866,7.867813e-06,2.5582542e-05
