Time,Eigenvalue,Probability
0,-5.001291,0.05001943291991129
0,-4.601308,0.022714492721134016
0,-4.3324084,0.07925111598279333
0,-4.2842364,1.0210164747170538e-13
0,-4.2842364,1.6018515384305202e-14
0,-4.2222466,0.021186936042687288
0,-4.1515164,0.05487083976618323
0,-4.043372,3.816645207798473e-14
0,-4.043372,1.877660549688528e-14
0,-3.9518185,0.009256873607324467
0,-3.8815224,1.5037943852013472e-13
0,-3.8815224,4.985012480647246e-15
0,-3.8644469,2.017758031413888e-14
0,-3.8644469,1.298104115138477e-13
0,-3.682218,2.2889756596711968e-17
0,-3.6328454,3.122502256758253e-17
0,-3.5749357,1.0755252079741322e-16
0,-3.540776,4.186166557200232e-14
0,-3.540776,3.2389892000542656e-14
0,-3.5083098,0.0023142879358418883
0,-3.4715595,4.340933248327395e-17
0,-3.4456427,0.0017405430992334936
0,-3.401564,4.918622929915193e-06
0,-3.3574154,9.792743406891086e-14
0,-3.3574154,1.255075047638423e-13
0,-3.3370895,7.713481077098214e-14
0,-3.3370895,5.0772942054681094e-14
0,-3.2522874,2.1110552975715097e-05
0,-3.1876967,0.00025914069002165585
0,-3.1500423,2.168404397562837e-18
0,-3.1329675,3.230922342077252e-17
0,-3.1148038,0.00025061133691956297
0,-3.0885196,1.0281610465399168e-16
0,-3.0706458,2.4159726666181075e-14
0,-3.0706458,3.1021721227266702e-15
0,-3.049002,8.02503649566114e-05
0,-3.033962,5.76312314591635e-18
0,-3.0020719,3.7760074894696094e-05
0,-2.9726596,1.6293949085214997e-17
0,-2.957079,4.8246993079984035e-17
0,-2.957079,1.0842022043224638e-18
0,-2.9517653,0.0005336390809349556
0,-2.8948429,0.0011222303380337278
0,-2.8191886,3.5982219715865554e-17
0,-2.816664,9.115484176926308e-18
0,-2.8089464,3.12306202874608e-16
0,-2.8089464,6.734727259815676e-16
0,-2.7700691,0.007006759122028028
0,-2.7361767,1.3933339829659815e-15
0,-2.7361767,1.1000367315340594e-16
0,-2.7075076,4.336808687725634e-17
0,-2.7075076,1.7160888581099264e-17
0,-2.6848466,4.4737725011896445e-15
0,-2.6848466,1.4276758960429702e-14
0,-2.588909,4.699443028489624e-16
0,-2.588909,3.8148240557022455e-16
0,-2.5733647,4.398758646453762e-17
0,-2.567927,0.0013876261293135905
0,-2.556757,0.0009870771106119808
0,-2.4687898,0.0013822246297667956
0,-2.451345,3.965879578008254e-16
0,-2.451345,2.0074194729280323e-15
0,-2.4321027,2.1319373662605557e-15
0,-2.4321027,1.9149892212608736e-15
0,-2.38451,1.0324690880237505e-15
0,-2.38451,3.4630630904727306e-15
0,-2.3805566,4.1819438857798493e-17
0,-2.3578377,1.474514883308143e-17
0,-2.3515666,0.000416120361106196
0,-2.3349986,5.2909061311945576e-17
0,-2.311947,0.08092895831248725
0,-2.307812,1.2576745515011681e-17
0,-2.266235,0.12653539216103127
0,-2.2331865,1.9298797891725407e-17
0,-2.2331865,1.0516762005911854e-16
0,-2.1785324,9.700472851805306e-16
0,-2.1785324,2.6060861549273234e-17
0,-2.1611648,0.007445564537554239
0,-2.152408,4.607859513280218e-17
0,-2.121567,1.2265036838034872e-17
0,-2.097738,0.0001707791193232772
0,-2.0458708,2.6580688174724674e-05
0,-2.0212922,7.029850920773782e-15
0,-2.0212922,9.167435899628451e-15
0,-1.9502734,0.00023275476387302554
0,-1.9032631,1.5720931095647277e-18
0,-1.8875641,2.0170774098892894e-16
0,-1.8875641,1.9775046822295444e-15
0,-1.8779798,3.9658841767969176e-18
0,-1.8737942,2.1521411499519017e-17
0,-1.8576357,9.011646190608183e-17
0,-1.8399966,0.0001269992270857079
0,-1.837755,0.0002820148444073224
0,-1.8257118,7.993442830168314e-17
0,-1.7809331,1.720602541042112e-18
0,-1.7760127,2.1861881166274686e-13
0,-1.7760127,1.381291331634235e-13
0,-1.750155,3.0493186101154812e-18
0,-1.7287292,1.6727205515651245e-17
0,-1.7115004,5.9780773820524575e-15
0,-1.7115004,1.9978951624509195e-15
0,-1.693892,2.7550212782015957e-06
0,-1.6110287,1.306866816693294e-14
0,-1.6110287,1.0571934058511358e-14
0,-1.6048123,5.362978537918242e-13
0,-1.6048123,4.923505451183673e-14
0,-1.5311415,3.0639060807022555e-15
0,-1.5311415,5.232996782409997e-14
0,-1.5263188,1.1451885595302764e-17
