Time,Eigenvalue,Probability
0,-5.001291,0.1276761204664476
0,-4.601308,0.05668597938644582
0,-4.3324084,0.2285898707608034
0,-4.2842364,4.641836612025388e-14
0,-4.2842364,3.6820096322217647e-13
0,-4.2222466,0.0688393098347726
0,-4.1515164,0.13231255262626807
0,-4.043372,2.228745640970399e-15
0,-4.043372,5.967078255522208e-14
0,-3.9518185,0.03149480705468832
0,-3.8815224,6.339548492659957e-13
0,-3.8815224,4.791752157466722e-13
0,-3.8644469,5.468255643779777e-13
0,-3.8644469,1.0273423502108867e-12
0,-3.682218,3.4229921296963314e-12
0,-3.6328454,9.007938182333602e-12
0,-3.5749357,3.7671835580236533e-13
0,-3.540776,1.2842713336812142e-13
0,-3.540776,2.2632467571097876e-13
0,-3.5083098,3.491873064254917e-05
0,-3.4715595,1.734407098013905e-12
0,-3.4456427,0.00014910162002710128
0,-3.401564,3.657470425154439e-05
0,-3.3574154,1.762726096952223e-12
0,-3.3574154,9.338341918980505e-13
0,-3.3370895,5.216910148619433e-13
0,-3.3370895,6.578331308872314e-13
0,-3.2522874,1.9695362774074798e-05
0,-3.1876967,5.097011640931384e-05
0,-3.1500423,5.399161449856931e-13
0,-3.1329675,6.928381232418299e-13
0,-3.1148038,4.069284588069052e-05
0,-3.0885196,7.335767206571559e-14
0,-3.0706458,2.0057603677934562e-13
0,-3.0706458,1.6033200493315122e-13
0,-3.049002,1.058999747605418e-07
0,-3.033962,1.7887531579165454e-12
0,-3.0020719,2.8537642374212337e-05
0,-2.9726596,7.184210344415371e-12
0,-2.957079,8.692664891126673e-13
0,-2.957079,8.952424373929726e-13
0,-2.9517653,1.855700018584699e-05
0,-2.8948429,5.1194068303898194e-05
0,-2.8191886,4.087781517180242e-13
0,-2.816664,1.8835813429656935e-13
0,-2.8089464,2.702537791172864e-13
0,-2.8089464,3.534001337222041e-13
0,-2.7700691,3.4959533594011195e-05
0,-2.7361767,1.6731549894713072e-13
0,-2.7361767,1.7141484953799332e-13
0,-2.7075076,7.05161710629205e-13
0,-2.7075076,6.860904290752384e-13
0,-2.6848466,3.599297022213264e-13
0,-2.6848466,1.192967008420511e-13
0,-2.588909,2.676978743391208e-13
0,-2.588909,9.11338467756282e-14
0,-2.5733647,7.073805365184473e-14
0,-2.567927,4.061133470637749e-05
0,-2.556757,3.133333184719093e-05
0,-2.4687898,8.599974023440569e-05
0,-2.451345,4.1576956453191475e-13
0,-2.451345,7.15258794947757e-14
0,-2.4321027,5.557224757871264e-13
0,-2.4321027,7.901310656262053e-13
0,-2.38451,3.895458437754975e-13
0,-2.38451,2.7302382072122347e-13
0,-2.3805566,1.852815356312781e-12
0,-2.3578377,8.608376052979687e-13
0,-2.3515666,1.4692300157829324e-05
0,-2.3349986,3.9888950079896786e-13
0,-2.311947,0.12532853525894527
0,-2.307812,2.29069195822487e-12
0,-2.266235,0.20417884278409648
0,-2.2331865,1.3378185511557745e-13
0,-2.2331865,6.670437045581356e-13
0,-2.1785324,8.886826452531822e-14
0,-2.1785324,5.5248814354192706e-14
0,-2.1611648,0.012637356870315308
0,-2.152408,2.804495045551469e-13
0,-2.121567,1.0926851183109437e-12
0,-2.097738,9.274501203779609e-05
0,-2.0458708,1.828859883460773e-07
0,-2.0212922,2.9805768027500096e-13
0,-2.0212922,1.6932017774512612e-13
0,-1.9502734,1.2369745319850572e-06
0,-1.9032631,3.845604885074325e-13
0,-1.8875641,2.1735284768536417e-13
0,-1.8875641,1.4279749860375707e-15
0,-1.8779798,2.6721528898790713e-13
0,-1.8737942,9.433914127877971e-13
0,-1.8576357,1.2241611172496688e-13
0,-1.8399966,1.097459301529691e-06
0,-1.837755,1.4822324145883367e-05
0,-1.8257118,5.312950104765413e-13
0,-1.7809331,3.07386659064097e-14
0,-1.7760127,3.328850284539227e-13
0,-1.7760127,1.552290661135888e-13
0,-1.750155,1.84117834371978e-12
0,-1.7287292,2.2468353784974375e-14
0,-1.7115004,5.782880140894514e-14
0,-1.7115004,2.7387174709206284e-13
0,-1.693892,2.456701826364458e-05
0,-1.6110287,7.418084305714443e-14
0,-1.6110287,6.33078515271265e-14
0,-1.6048123,5.177355582456546e-13
0,-1.6048123,4.731791650207434e-14
0,-1.5311415,1.233897917806806e-14
0,-1.5311415,6.90213394045969e-16
0,-1.5263188,7.850663971720827e-14
0,-1.5263188,4.871469577546266e-13
0,-1.4813924,1.4258665684015843e-05
0,-1.4736367,1.550992347506968e-14
0,-1.4710797,5.958264229694027e-14
0,-1.4710797,4.597341876554519e-14
0,-1.4651439,5.587219400366727e-14
0,-1.4651439,3.6709528029569956e-13
0,-1.4585631,2.570692130609094e-13
0,-1.4585631,4.516558148874853e-13
0,-1.457648,1.4260095165923743e-13
0,-1.457648,2.422246390117687e-13
0,-1.4428388,1.7474302004990388e-13
0,-1.4428388,3.488615771378603e-14
0,-1.4352082,2.93378387836049e-14
0,-1.3854083,1.5466176509503186e-14
0,-1.3854083,6.258014925371782e-13
0,-1.3733759,3.0157758663529236e-13
0,-1.3733759,2.7144858579788607e-13
