Time,Eigenvalue,Probability
0,-1.0674729,1.1439201337420934e-06
0,-1.0619701,6.666235451728521e-14
0,-1.0619701,2.5716665862131648e-14
0,-1.0618135,5.113176190390935e-14
0,-1.041332,6.788515990405567e-14
0,-1.041332,1.2670541099575888e-14
0,-1.0325038,3.2775036541707672e-06
0,-1.0296657,1.1101275531564187e-13
0,-1.0228109,6.423096544190437e-14
0,-1.0228109,8.88268308981411e-15
0,-1.0224265,5.551868961305327e-14
0,-1.0218197,4.2854953511831635e-13
0,-1.0183398,0.00011883544321453308
0,-1.0146441,1.774597401044874e-14
0,-1.0146441,7.548844909912966e-14
0,-1.0060787,1.7691387003034237e-05
0,-0.994754,2.0405055886210737e-13
0,-0.994754,4.721649950562569e-13
0,-0.98052263,7.606412208733948e-14
0,-0.98052263,1.1734685700379105e-13
0,-0.97946566,5.926857526169886e-14
0,-0.975913,6.564094302771911e-14
0,-0.97585326,6.443147006919657e-14
0,-0.97585326,4.130448993048242e-14
0,-0.9443547,2.4801678855550846e-14
0,-0.9443547,3.599015122543679e-14
0,-0.9431077,8.817273151219018e-14
0,-0.94107693,1.5457631406901127e-06
0,-0.9378849,3.7224162813015655e-05
0,-0.93718034,1.4393974977821316e-13
0,-0.935575,2.2826097936151147e-06
0,-0.92240095,5.087962192017683e-14
0,-0.9175792,4.444101212033555e-14
0,-0.9175792,8.973729186039821e-14
0,-0.91632783,1.43779299989176e-13
0,-0.91606444,2.7736328919493813e-13
0,-0.9100971,4.487681919729316e-14
0,-0.9100971,6.272029117370027e-14
0,-0.90786517,4.338543612724013e-14
0,-0.9073174,1.0396260610613639e-13
0,-0.8998375,7.433107358885123e-06
0,-0.8992752,1.9250227942796803e-13
0,-0.88757086,3.68680771112918e-14
0,-0.88757086,7.438114620452042e-15
0,-0.8808092,2.4256927812493995e-05
0,-0.87354183,2.2674984741285605e-13
0,-0.8596848,1.0917863901858135e-05
0,-0.8531374,4.245668016732267e-14
0,-0.8531374,1.622601109998472e-13
0,-0.85297877,2.5271157316228643e-06
0,-0.8523415,1.7638418509347562e-05
0,-0.842476,8.225637410351006e-06
0,-0.8394601,1.0591803456226452e-14
0,-0.83777094,6.03081305012318e-07
0,-0.8309266,8.331009369444423e-14
0,-0.8309266,5.2105017987297893e-14
0,-0.82919765,5.302129693904566e-14
0,-0.8144956,9.010271192236271e-14
0,-0.8144956,5.0762234760512265e-14
0,-0.8109859,1.3730513135295063e-13
0,-0.80280435,3.37207006506128e-15
0,-0.80280435,7.782136278104253e-15
0,-0.7963018,5.264368624580129e-06
0,-0.7943073,5.124280030569281e-14
0,-0.7943073,7.049831249549412e-14
0,-0.7916315,1.3963468794881673e-14
0,-0.7853555,5.0045040227327507e-14
0,-0.77920884,7.755215612827282e-14
0,-0.77920884,3.9883187850491784e-14
0,-0.7659446,1.8629651091791634e-05
0,-0.7642597,1.1757630622932107e-14
0,-0.7642597,2.4872302258360177e-14
0,-0.7402922,6.795822458494297e-14
0,-0.7402922,6.224231041429162e-14
0,-0.73939544,2.887152656718993e-14
0,-0.7332083,5.4161836495014585e-05
0,-0.7294019,4.785574811274596e-14
0,-0.7294019,6.758693953635102e-14
0,-0.7200041,5.986688148392232e-14
0,-0.7035198,3.914935447495247e-05
0,-0.70258,1.0191722725372148e-13
0,-0.6973096,1.6095764056539726e-14
0,-0.6945224,2.126888011200075e-14
0,-0.6945224,1.315749848436509e-14
0,-0.6917332,4.007655539549557e-15
0,-0.6884014,5.2566166629625955e-14
0,-0.6884014,2.2754929081348012e-14
0,-0.6809645,1.8375656545409564e-05
0,-0.67248946,1.5252969905276126e-14
0,-0.67248946,3.731385665957264e-13
0,-0.66878784,2.736813647166955e-14
0,-0.6568543,2.878123123165774e-14
0,-0.6545476,0.00011864410500452005
0,-0.65363276,1.3907994599014527e-13
0,-0.6478137,4.338376078159257e-14
0,-0.64608246,6.51406982302093e-13
0,-0.64586884,7.1002136957468175e-06
0,-0.6445591,4.721953351772591e-06
0,-0.63586944,7.937941360365652e-14
0,-0.6246032,1.4415886539634728e-14
0,-0.6246032,5.08309229087181e-15
0,-0.622379,1.181300868584387e-13
0,-0.6122318,1.4891560727055935e-14
0,-0.6122318,4.3684976815606026e-14
0,-0.6083669,5.024311003525104e-05
0,-0.6083142,4.930843720009923e-06
0,-0.60789675,1.150939135057239e-13
0,-0.60789675,5.161782792912136e-15
0,-0.6015853,3.152430260899622e-14
0,-0.6015853,1.1009443552286772e-14
0,-0.59940416,7.708543628026667e-14
0,-0.58440965,1.0635836215170468e-14
0,-0.58440965,1.8977726771579428e-14
0,-0.58420354,5.322619285868279e-14
0,-0.58420354,2.6639270101642845e-13
0,-0.58063656,1.9194718316883975e-15
0,-0.58063656,8.450339371719311e-15
0,-0.5752667,6.191647940192394e-05
0,-0.57230043,3.3809449523350605e-06
0,-0.5710183,3.262112663346265e-05
0,-0.5670051,6.895679358702787e-16
0,-0.5670051,1.3159324228656634e-14
0,-0.55552614,3.394765050527331e-13
0,-0.54745984,1.9302288475675e-06
0,-0.5318156,2.6842869439413595e-13
0,-0.5239684,2.28742365835392e-13
0,-0.5232122,5.157858524640346e-05
0,-0.51091164,2.5137064315855267e-14
0,-0.51091164,8.187245091977974e-15
0,-0.5106097,1.3970168149653613e-14
0,-0.5106097,8.973920615946747e-15
0,-0.5087137,7.100086099022484e-16
0,-0.5087137,2.624317787442669e-14
0,-0.5064452,4.4789085160254777e-17
0,-0.5064452,2.321039616901547e-14
0,-0.48993045,3.2484613152230536e-05
0,-0.4899217,1.4368725748563537e-13
0,-0.4704721,3.2973467498730464e-13
0,-0.47027394,1.2493139666835434e-13
0,-0.47027394,3.4411056418449047e-14
0,-0.46402028,4.7187784435739167e-14
0,-0.4627133,2.3948586595129545e-14
0,-0.4627133,1.2984795527576756e-14
0,-0.46232316,2.2931634835748102e-14
0,-0.46232316,3.6652396093818317e-16
0,-0.45142642,1.607945178278016e-14
0,-0.45142642,9.544761301452754e-14
0,-0.44266248,1.4645323814117796e-13
0,-0.44266248,2.3311525818947682e-14
0,-0.43343416,6.336958143191988e-14
0,-0.43343416,2.5360044211057902e-14
0,-0.4301493,9.729218317224063e-14
0,-0.4262656,8.628546749267218e-14
0,-0.4255887,2.4356385978165634e-14
0,-0.41641414,4.650553161631622e-13
0,-0.40855294,2.6354448718887756e-07
0,-0.40498155,2.083441988543184e-13
0,-0.40498155,6.127069816003871e-14
0,-0.40066245,2.9862407169789495e-05
0,-0.39426193,1.6853105588189523e-14
0,-0.39426193,1.3235237014427946e-14
0,-0.38254926,2.1578025623806424e-05
0,-0.38243616,7.198632313012821e-14
0,-0.38243616,1.0607415876232851e-14
0,-0.3784045,3.369323204673036e-05
0,-0.37428463,8.448130927625623e-14
0,-0.37428463,2.4595126723842306e-14
0,-0.37159345,1.230552614861716e-13
0,-0.36255243,3.8350423191060384e-14
0,-0.3618765,1.1101231970945264e-13
0,-0.35100812,1.2061002083865088e-14
0,-0.35100812,5.061113246859194e-17
0,-0.34904522,1.5539674075786903e-05
0,-0.34512866,8.950689623279282e-14
0,-0.34512866,1.827207702684743e-14
0,-0.34108645,4.5566953263090565e-05
0,-0.3261803,3.62111043940199e-14
0,-0.3261803,7.660034813749874e-14
0,-0.3239411,2.5655122789207266e-05
0,-0.31869972,2.578016815319526e-14
0,-0.30280533,7.249376898531408e-14
0,-0.29295474,5.798991271092963e-14
0,-0.29295474,5.2763351167368115e-15
0,-0.29288673,7.2392293722946255e-06
0,-0.29230514,7.141032856103314e-06
0,-0.28520697,2.2579593302244856e-15
0,-0.28520697,9.855669304596575e-15
0,-0.2793188,7.171635149668438e-13
0,-0.2789306,4.5002213586382964e-14
0,-0.27580822,0.00014575096412075897
0,-0.26846364,1.6763848662268026e-14
0,-0.26846364,8.384297267128694e-14
0,-0.26614627,1.3422394668039139e-14
0,-0.26559323,8.213785347733395e-13
0,-0.26138252,1.3104660682106147e-14
0,-0.26138252,1.0198312953205969e-13
0,-0.26091716,8.384045906597757e-06
0,-0.25240293,6.293255655775852e-14
0,-0.25240293,5.1506305782426806e-14
0,-0.25175983,3.945911230527652e-14
0,-0.25175983,1.7423027757018626e-15
0,-0.24703352,3.944550150675192e-14
0,-0.24703352,5.58635145237175e-14
0,-0.24597725,1.3555456493148188e-05
0,-0.24463044,1.295642911000941e-05
